Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Archana, A; Baker, DM",,,,"Archana, Anand; Baker, David Michael",,,Multifunctionality of an Urbanized Coastal Marine Ecosystem,FRONTIERS IN MARINE SCIENCE,,,,,,,,,,,,"Coastal marine ecosystems provide numerous invaluable services and benefits to humankind. However, urbanization of coastal areas has homogenized and reduced the biodiversity of the surrounding marine environment and the sustainability of the multiple ecosystem services it provides. Studies have focused on single ecosystem functions despite human populations relying on several functions being delivered at once (known as multifunctionality). This study investigates five ecosystem functions (primary productivity, herbivory, predation, organic matter decomposition and carbon sequestration) and overall multifunctionality in four sites along a gradient of 16 environmental parameters. Ecosystem function varied significantly between sites that were farthest apart. In determining factors that drove ecosystem functioning, we found a positive relationship between coral cover and primary productivity but negative relationships between coral cover and levels of herbivory and predation intensity. Higher temperatures and greater concentrations of chlorophyll-a had a positive impact on predation and herbivory, respectively. Notably, we found a significant negative impact of total inorganic nitrogen and significant positive impact of total Kjeldahl nitrogen on carbon sequestration. Further, individual functions were compared with fish abundance (obtained from seawater eDNA), and benthic community composition (obtained from plate % coverage of autonomous reef monitoring structures). Increasing herbivorous fish abundance had a positive impact on Ulva mass loss. Overall, relative abundance of predatory, omnivorous and planktivorous fish exerted overriding influences on primary productivity and predation intensity, implying that fishing pressure and marine protected area status are important factors. Importantly, we found significant effects from environmental parameters indicating that reliably predicting the effects of future anthropogenic impacts will not be straightforward as multiple drivers are likely to have complex effects. Taken together, urbanized coastal ecosystems exhibit varying levels of multifunctionality depending on the extent of human impact, and the functional diversity of the benthic community present.",,,,,"Baker, David/B-2512-2010","Baker, David/0000-0002-0308-4954",,,,,,,,,,,,,,2296-7745,,,,DEC 3,2020,7,,,,,,,,557145,10.3389/fmars.2020.557145,http://dx.doi.org/10.3389/fmars.2020.557145,,,,,,,,,,,,,WOS:000598222100001,View Full Record in Web of Science
J,"Heldsinger, M; Hepburn, C; Jowett, T; Rayment, W",,,,"Heldsinger, Michael; Hepburn, Christopher; Jowett, Timothy; Rayment, William",,,Small marine reserves provide conservation benefits for coastal sharks in southern New Zealand,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,,,,,,,,,,,,"With the increasingly imperilled status of shark populations, there is a pressing need to evaluate management solutions. Given the threats posed by fishing, marine reserves (MRs) present a promising option.Ata Whenua (Fiordland) in the South Island of Aotearoa/New Zealand is an ideal location to investigate this phenomenon owing to the presence of several shark species in coastal MRs.One-hundred and sixty-seven baited remote underwater video deployments were made in five MRs. A multi-model inference approach using generalized linear modelling was used to assess the combined effect of the MRs on two trophic groups of coastal sharks.Generalized linear modelling was used to assess the effect of protection on, firstly, the presence of broadnose sevengill sharks (Notorynchus cepedianus), while accounting for variations in environmental variables, and secondly, the combined relative abundance of mesopredatory sharks detected (spiny dogfish, Squalus acanthias; school shark, Galeorhinus galeus; and carpet shark, Cephaloscyllium isabellum).Mesopredators had a higher relative abundance in MRs by a factor of 2.5 and there was a strong significant effect of protection, suggesting that MRs have led to an increase in their abundance or a change in distribution. In contrast, there was no effect of protection detected for sevengill sharks.It is concluded that the relatively small (<40 km(2)) MRs sampled do not provide conservation benefits for a large, mobile shark, but that they are potentially large enough to offer protection for mesopredatory sharks with smaller home ranges.To be effective for shark conservation, we therefore recommend that MRs need to be appropriately sized for the ranging behaviour of the target species for protection.",,,,,,,,,,,,,,,,,,,1052-7613,1099-0755,,,,FEB,2023,33,2,,,,,144,159,,10.1002/aqc.3911,http://dx.doi.org/10.1002/aqc.3911,,DEC 2022,,,,,,,,,,,WOS:000904021100001,View Full Record in Web of Science
J,"Loh, KH; Lim, KC; Then, AYH; Adam, S; Leung, AJX; Hu, WJ; Bong, CW; Wang, AJ; Sade, A; Musel, J; Du, JG",,,,"Loh, Kar-Hoe; Lim, Kean-Chong; Then, Amy Yee-Hui; Adam, Serena; Leung, Amanda Jhu-Xhin; Hu, Wenjia; Bong, Chui Wei; Wang, Aijun; Sade, Ahemad; Musel, Jamil; Du, Jianguo",,,Advancing DNA Barcoding to Elucidate Elasmobranch Biodiversity in Malaysian Waters,ANIMALS,,,,,,,,,,,,"Simple Summary One-third of shark and ray species are threatened due to overfishing, but a lack of information on each species makes conservation decisions difficult. To address this issue, we conducted a study to identify the different species of sharks and rays in Malaysian waters using DNA barcoding of the CO1 gene, which is akin to DNA fingerprinting for species. We collected 175 individuals between June 2015 and June 2022, randomly selecting up to six specimens from each species. We successfully generated DNA barcodes for 67 species, belonging to 44 genera, 20 families, and 11 orders. Accurate species identification will improve species-specific catch landing data and accelerate the identification of use and illegal trade in Malaysia. The data provided in this article are partial fragments of the Cytochrome c oxidase subunit 1 mitochondrial gene (CO1) sequences of 175 tissues sampled from sharks and batoids collected from Malaysian waters, from June 2015 to June 2022. The barcoding was done randomly for six specimens from each species, so as to authenticate the code. We generated barcodes for 67 different species in 20 families and 11 orders. DNA was extracted from the tissue samples following the Chelex protocols and amplified by polymerase chain reaction (PCR) using the barcoding universal primers FishF2 and FishR2. A total of 654 base pairs (bp) of barcode CO1 gene from 175 samples were sequenced and analysed. The genetic sequences were blasted into the NCBI GenBank and Barcode of Life Data System (BOLD). A review of the blast search confirmed that there were 68 valid species of sharks and batoids that occurred in Malaysian waters. We provided the data of the COI gene mid-point rooting phylogenetic relation trees and analysed the genetic distances among infra-class and order, intra-species, inter-specific, inter-genus, inter-familiar, and inter-order. We confirmed the addition of Squalus edmundsi, Carcharhinus amboinensis, Alopias superciliosus, and Myliobatis hamlyni as new records for Malaysia. The establishment of a comprehensive CO1 database for sharks and batoids will help facilitate the rapid monitoring and assessment of elasmobranch fisheries using environmental DNA methods.",,,,,"Then, Amy/ABG-3030-2021; Lim, Kean Chong/LWK-4570-2024; Loh, Kar-Hoe/A-1750-2012; bong, chui wei/B-9588-2012","Lim, Kean Chong/0000-0001-8689-6466; Loh, Kar Hoe/0000-0001-8406-6485; DU, Jianguo/0000-0002-8722-903X; Hu, Wenjia/0000-0001-5303-9513; bong, chui wei/0000-0001-7859-4759",,,,,,,,,,,,,2076-2615,,,,,MAR,2023,13,6,,,,,,,1002,10.3390/ani13061002,http://dx.doi.org/10.3390/ani13061002,,,,,,,,36978544,,,,,WOS:000956971900001,View Full Record in Web of Science
J,"Fouet, MPA; Schweizer, M; Singer, D; Richirt, J; Quinchard, S; Jorissen, FJ",,,,"Fouet, Marie P. A.; Schweizer, Magali; Singer, David; Richirt, Julien; Quinchard, Sophie; Jorissen, Frans J.",,,"Unravelling the distribution of three Ammonia species (Foraminifera, Rhizaria) in French Atlantic Coast estuaries using morphological and metabarcoding approaches",MARINE MICROPALEONTOLOGY,,,,,,,,,,,,"Assessing the distribution of species in natural environments is essential for their use in environmental surveys. Here, we investigate the distribution of three pseudo -cryptic species formerly lumped in the morphospecies Ammonia tepida (Cushman, 1926), commonly found on estuarine mudflats along the European coasts: Ammonia veneta Schultze, 1854 (T1), Ammonia aberdoveyensis Haynes, 1973 (T2) and Ammonia confertitesta Zheng, 1978 (T6). We studied their distribution at 51 sites located in seven estuaries of the French North Atlantic coast (Elorn, Aulne, Odet, Crac'h, Auray, Vilaine, Vie), using both morphological and molecular identification methods. Ammonia veneta was detected by both approaches at most of the stations. While A. aberdoveyensis was frequently identified by the morphological method but not detected with metabarcoding, the presence of A. confertitesta in the eDNA data often contrasted with its absence in the morphological analysis. The absence of A. aberdoveyensis in eDNA of sites where it was identified morphologically could be the consequence of its relative scarcity, and eventually a patchy distribution. Concerning A. confertitesta, we hypothesise that these contradictory results can be explained by the supposedly invasive character of this species. Despite the widespread presence of A. confertitesta genetic material (including adults, juveniles and propagules), a mature population has not yet fully developed everywhere. The seven investigated estuaries seem to represent different stages of replacement of the autochthonous species A. veneta and A. aberdoveyensis by A. confertitesta. Our study demonstrates that the combination of visual observations and molecular approaches is ideal for monitoring the progressive spreading of exotic species.",,,,,"Schweizer, Magali/F-9358-2014; richirt, julien/GSD-9619-2022; Singer, David/B-6889-2016","Singer, David/0000-0002-4116-033X",,,,,,,,,,,,,0377-8398,1872-6186,,,,APR,2024,188,,,,,,,,102353,10.1016/j.marmicro.2024.102353,http://dx.doi.org/10.1016/j.marmicro.2024.102353,,FEB 2024,,,,,,,,,,,WOS:001208592200001,View Full Record in Web of Science
J,"Molina, L; Rajchenberg, M; de Errasti, A; Vogel, B; Coetzee, MPA; Aime, MC; Pildain, MB",,,,"Molina, Lucia; Rajchenberg, Mario; de Errasti, Andres; Vogel, Braian; Coetzee, Martin P. A.; Aime, Mary Catherine; Pildain, Maria Belen",,,"Sapwood mycobiome varies across host, plant compartment and environments in Nothofagus forests from Northern Patagonia",MOLECULAR ECOLOGY,,,,,,,,,,,,"Global forests are increasingly being threatened by altered climatic conditions and increased attacks by pests and pathogens. The complex ecological interactions among pathogens, microbial communities, tree hosts and the environment are important drivers of forest dynamics. Little is known about the ecology of forest pathology and related microbial communities in temperate forests of the southern hemisphere. In this study, we used next-generation sequencing to characterize sapwood-inhabiting fungal communities in North Patagonian Nothofagus forests and assessed patterns of diversity of taxa and ecological guilds across climatic, site and host variables (health condition and compartment) as a contribution to Nothofagus autecology. The diversity patterns inferred through the metabarcoding analysis were similar to those obtained through culture-dependent approaches. However, we detected additional heterogeneity and greater richness with culture-free methods. Host species was the strongest driver of fungal community structure and composition, while host health status was the weakest. The relative impacts of site, season, plant compartment and health status were different for each tree species; these differences can be interpreted as a matter of water availability. For Nothofagus dombeyi, which is distributed across a wide range of climatic conditions, site was the strongest driver of community composition. The microbiome of N. pumilio varied more with season and temperature, a relevant factor for forest conservation in the present climate change scenario. Both species carry a number of potential fungal pathogens in their sapwood, whether they exhibit symptoms or not. Our results provide insight into the diversity of fungi associated with the complex pathobiome of the dominant Nothofagus species in southern South America.",,,,,"Aime, Mary/S-7621-2018; Molina, Lucia/JBS-0030-2023; Coetzee, Martin/B-1732-2008","Vogel, Braian/0000-0002-3136-0813; Coetzee, Martin/0000-0001-7848-4111; RAJCHENBERG, MARIO/0000-0001-5031-5148; Molina, Lucia/0000-0003-1073-8810",,,,,,,,,,,,,0962-1083,1365-294X,,,,DEC,2023,32,23,,,SI,,6599,6618,,10.1111/mec.16771,http://dx.doi.org/10.1111/mec.16771,,NOV 2022,,,,,,36345145,,,,,WOS:000891559300001,View Full Record in Web of Science
J,"Douglass, K; Antonites, AR; Morales, EEMQ; Grealy, A; Bunce, M; Bruwer, C; Gough, C",,,,"Douglass, Kristina; Antonites, Annie R.; Quintana Morales, Erendira M.; Grealy, Alicia; Bunce, Michael; Bruwer, Chriselle; Gough, Charlotte",,,Multi-analytical approach to zooarchaeological assemblages elucidates Late Holocene coastal lifeways in southwest Madagascar,QUATERNARY INTERNATIONAL,,,,,23rd Biennial Meeting of the Society-of-the-Africanist-Archaeologist (SAfA),"JUN 26-JUL 02, 2016","Univ Jean Jaures, Toulouse, FRANCE",Soc Africanist Archaeologist,Univ Jean Jaures,,,"The impact of resource exploitation by ancient human communities on Madagascar's environment is an area of intense debate. A fundamental question in the archaeology of Madagascar is the extent to which arrival of settlers, introduction of non-native plants and animals, and subsequent human exploitation of island biota, which catalyzed declines in biodiversity and significantly degraded environmental conditions. Fine-grained datasets, including zooarchaeological, archaeobotanical and other ecological evidence, are needed to assess the relationship between human resource exploitation and environmental change. On Madagascar, the resolution of zooarchaeological datasets is often reduced by poor preservation of faunal remains, making precise taxonomic identifications difficult, and few projects to-date have comprehensively assessed zooarchaeological data. Here, we present zooarchaeological data from three coastal villages in the Velondriake Marine Protected Area in southwest Madagascar, where human occupation spans from ca. 1400 BP to the present. Faunal remains from the Late Holocene sites of Antsaragnagnangy and Antsaragnasoa were identified using morphological analysis of remains, and a PCR-based bulk bone metabarcoding approach was applied at Andamotibe to molecularly identify fish and other vertebrates in a faunal assemblage that was particularly fragmented. Results were interpreted and contextualized using modern data on local fish diversity, climate and anthropogenic impacts on marine and estuarine habitats, as well as modern fishing practices (including preferred fishing grounds, tackle, taxonomic representation and volume of catch). Our use of multiple analytical and interpretative approaches has provided the most highly resolved view to date of past human subsistence in coastal southwest Madagascar. We contend that future research into human-environment dynamics on Madagascar should make use of diverse analytical methods, in order to more comprehensively evaluate past interactions between human communities and the native biota. Furthermore, we encourage an historical ecological approach, so that long-term perspectives on changing human-environment dynamics may be used to contextualize modern trends. (C) 2017 Elsevier Ltd and INQUA. All rights reserved.",,,,,"Antonites, Annie/AAE-6655-2019","Gough, Charlotte/0000-0002-5313-4868; Quintana Morales, Erendira M./0000-0001-5927-5058; Douglass, Kristina/0000-0003-0931-3428; Antonites, Annemari/0000-0003-4721-1799",,,,,,,,,,,,,1040-6182,1873-4553,,,,MAR 25,2018,471,,A,,,,111,131,,10.1016/j.quaint.2017.09.019,http://dx.doi.org/10.1016/j.quaint.2017.09.019,,,,,,,,,,,,,WOS:000432442200009,View Full Record in Web of Science
J,"Soares, MO; Feitosa, CV; Garcia, TM; Cottens, KF; Vinicius, B; Paiva, SV; Duarte, OD; Gurjao, LM; Silva, GDD; Maia, RC; Previatto, DM; Carneiro, PBM; Cunha, E; Amancio, AC; Sampaio, CLS; Ferreira, CEL; Pereira, PHC; Rocha, LA; Tavares, TCL; Giarrizzo, T",,,,"Soares, Marcelo O.; Feitosa, Caroline V.; Garcia, Tatiane M.; Cottens, Kelly Ferreira; Vinicius, Bruno; Paiva, Sandra Vieira; Duarte, Oscar de Sousa; Gurjao, Livio Moreira; Silva, Grasielle Dayse de Vasconcelos; Maia, Rafaela Camargo; Previatto, Diego M.; Carneiro, Pedro B. M.; Cunha, Edna; Amancio, Antonio Carlos; Sampaio, Claudio L. S.; Ferreira, Carlos E. L.; Pereira, Pedro H. C.; Rocha, Luiz A.; Tavares, Tallita C. L.; Giarrizzo, Tommaso",,,Lionfish on the loose: Pterois invade shallow habitats in the tropical southwestern Atlantic,FRONTIERS IN MARINE SCIENCE,,,,,,,,,,,,"Lionfish (Pterois spp.) evolved in the Indo-Pacific with predators and prey and invaded regions (e.g., the Caribbean Sea and Mediterranean) where no such balance yet exists. In 2020, four lionfish were recorded on mesophotic reefs of the Amazon offshore Coast and Fernando de Noronha Archipelago. However, until now, there were no records of invasive lionfish in Brazilian nearshore waters or even such a high number of individuals. In this article, we report the continuing invasion process along the Brazilian Province by multiple sightings (72) of lionfish from March to May 2022 in estuaries, seagrass beds, and artificial and natural reefs across 240 km of the Brazilian coast. These are the first records of lionfish in coastal northeast Brazil and the shallowest records (1-16 m) from South Atlantic tropical waters. The largest simultaneous records of lionfish in breakwaters, fishing weirs, and marambaias (artificial reefs used as fishing grounds) on the Brazilian Northeastern coast indicate that these man-made structures are suitable habitats for this species. Most of the lionfish (58%) were recorded in artificial reefs and fishing weirs. Moreover, the detection of invasions in marginal reefs, estuaries, and two marine protected areas characterized by moderately turbid water and high sedimentation rates highlights the adaptability of the lionfish, making it extremely difficult for divers and fishers to capture them. We call for an urgent management plan considering that the invaded tropical region hosts a high level of endemism, and rare and/or cryptic taxa, which increases the risk of impacts since these are primary lionfish prey.",,,,,"de Oliveira Soares, Marcelo/AAW-5624-2020; Tavares, Tallita/AAI-3501-2020; Rocha, Luiz/T-6326-2019; Feitosa, Caroline/KIE-2196-2024; Garcia, Tatiane/GON-5018-2022; Giarrizzo, Tommaso/G-8482-2016; Leite Ferreira, Carlos Eduardo/JVD-6035-2023; Soares, Marcelo de Oliveira/J-3653-2016; Carneiro, Pedro/Q-2439-2018","Tavares, Tallita/0000-0002-4759-3072; Leite Ferreira, Carlos Eduardo/0000-0002-4311-0491; Soares, Marcelo de Oliveira/0000-0002-4696-3166; Rocha, Luiz/0000-0003-4011-569X; de Vasconcelos Silva, Grasielle Dayse/0000-0002-7780-8089; Carneiro, Pedro/0000-0002-4577-3803",,,,,,,,,,,,,,2296-7745,,,,AUG 1,2022,9,,,,,,,,956848,10.3389/fmars.2022.956848,http://dx.doi.org/10.3389/fmars.2022.956848,,,,,,,,,,,,,WOS:000841151100001,View Full Record in Web of Science
J,"Martin, J; Gambaiani, D; Sabatte, MA; Pelorce, J; Valentini, A; Dejean, T; Darmon, G; Miaud, C",,,,"Martin, Jessica; Gambaiani, Delphine; Sabatte, Marie-Aurelia; Pelorce, Jacques; Valentini, Alice; Dejean, Tony; Darmon, Gaelle; Miaud, Claude",,,A comparison of visual observation and DNA metabarcoding to assess the diet of juvenile sea turtle Caretta caretta in the French Mediterranean sea,MARINE AND FRESHWATER RESEARCH,,,,,,,,,,,,"The contents of the digestive tracts of 21 loggerhead turtles (20 juveniles and 1 adult) collected along the French Mediterranean coast were extracted during necropsies. Hard and soft items were collected and identified by visual observation. A 15-mL sample of the liquid from the rinsed contents of each digestive tract was collected and dietary DNA (dDNA) was extracted and amplified with a 18S universal eukaryotic primers. The obtained reads were compared with taxonomic DNA reference database. Ten taxonomic groups (annelids, cnidarians, crustaceans, echinoderms, fish, insects, molluscs, plants, poriferans and tunicates) were identified with visual observation and eight (ctenophores, cnidarians, crustaceans, fish, molluscs, poriferans, tunicates and plants) with dDNA metabarcoding. Annelids, echinoderms and insects were detected only with visual observation, whereas ctenophores were detected only with dDNA. The two methods were complementary to cover the range of prey, with more soft-bodied organisms detected by dDNA and more hard-shelled organisms detected by visual observation. The increased use of the dDNA metabarcoding method will help compare sea turtle diets of the different stages such as juveniles and adults, or specimens living in different areas, despite the limitations and complexity associated with its use.",,,,,"valentini, alice/S-2040-2019","Miaud, Claude/0000-0003-3672-7167",,,,,,,,,,,,,1323-1650,1448-6059,,,,,2021,73,4,,,,,552,560,,10.1071/MF21179,http://dx.doi.org/10.1071/MF21179,,DEC 2021,,,,,,,,,,,WOS:000730116900001,View Full Record in Web of Science
J,"Uarrota, VG; Amante, ER; Demiate, IM; Vieira, F; Delgadillo, I; Maraschin, M",,,,"Uarrota, Virgilio Gavicho; Amante, Edna Regina; Demiate, Ivo Mottin; Vieira, Flavia; Delgadillo, Ivonne; Maraschin, Marcelo",,,"Physicochemical, thermal, and pasting properties of flours and starches of eight Brazilian maize landraces (Zea mays L.)",FOOD HYDROCOLLOIDS,,,,,,,,,,,,"Both genetic and environmental factors create significant variation in the amount and quality of maize landrace constituents. Details on the flours and starch characteristics have not been fully investigated. The physicochemical, pasting and thermal properties of 8 promising cultivars were assessed in this study and those properties were correlated. Higher values of swelling and solubility (RJ - 13.14%; 14.39%), lipid content (MG - 5.53%), WBC (PR - 18.89%), and amylose content (PR - 27.43%) were found for those genotypes. Lower onset temperatures of gelatinization (To) were observed for RX-F1 (66.1 degrees C) as RX-F1 (68.7 degrees C) genotype showed the lower pasting temperatures. A wide range of viscosity values was found among the maize landraces (MG-F0, 343 mPa s and RJ-F1, 175 mPa s) as well as for the retrogradation (R8C-F1, 796 mPa s and RX-F1, 22 mPa s). ATR-FTIR spectroscopy revealed amylose, amylopectin, lipids, and proteins as major flours constituents and their differences were discriminated by PCA analysis. (C) 2012 Elsevier Ltd. All rights reserved.",,,,,"Maraschin, Marcelo/M-7176-2019; Delgadillo, Ivonne/L-4431-2014; Uarrota, Virgilio Gavicho/K-9256-2015; Demiate, Ivo Mottin/C-3859-2008; Amante, Edna Regina/E-6965-2014","Vieira, Flavia/0000-0002-1544-3061; Delgadillo, Ivonne/0000-0001-8589-8806; Uarrota, Virgilio Gavicho/0000-0002-2974-1625; Demiate, Ivo Mottin/0000-0002-5609-0186; Amante, Edna Regina/0000-0001-9593-5674",,,,,,,,,,,,,0268-005X,,,,,MAR,2013,30,2,,,,,614,624,,10.1016/j.foodhyd.2012.08.005,http://dx.doi.org/10.1016/j.foodhyd.2012.08.005,,,,,,,,,,,,,WOS:000310355600016,View Full Record in Web of Science
J,"Marques, MR; Hajjar, D; Crema, VO; Kimura, ET; Santos, MF",,,,"Marques, Mara Rubia; Hajjar, Denise; Crema, Virginia Oliveira; Kimura, Edna Teruko; Santos, Marinilce Fagundes",,,A mandibular propulsive appliance modulates collagen-binding integrins distribution in the young rat condylar cartilage,BIORHEOLOGY,,,,,4th International Symposium on Mechanobiology of Cartilage and Chondrocyte,"MAY 20-22, 2006","Budapest, HUNGARY",,,,,"We have previously shown that a mandibular propulsive appliance (MPA) stimulates cell proliferation and the synthesis of growth factors in the rat condylar cartilage. The aim of this study was to evaluate the effects of a MPA in the distribution of the integrin subunits alpha 1 and alpha 2 in this cartilage. Twenty eight days-old male Wistar rats were divided into treated (T) and age-matched control groups (C). Treated rats wore the appliance during 3, 5, 7, 9, 11, 15, 20, 30 and 35 days. The condyles were fixed, decalcified and paraffin-embedded. The distribution of alpha 1 and alpha 2 was studied by immunohistochemistry. Alpha1 distribution was uniform along the cartilage, increasing in 48 days-old rats (C20). Treated animals anticipated this increase to the age of 36 days (T9). The number of alpha 2-positive cells was increased in C9 in the anterior condylar region, in C9 and C20 in the middle region and showed no differences in the posterior region. The MPA apparently abolished all variations, leading to a single increase at T30 in all regions. These results suggest that integrins containing the alpha 1 and alpha 2 subunits are modulated by forces promoted by the MPA, participating of the biological response to this therapy.",,,,,"Crema, Virginia/B-9291-2014; Santos, Marinilce/G-9548-2011; Kimura, Edna Teruko/D-7334-2012","Santos, Marinilce/0000-0002-3257-3327; Kimura, Edna Teruko/0000-0001-8403-4459",,,,,,,,,,,,,0006-355X,,,,,,2006,43,3-4,,,SI,,293,302,,,,,,,,,,,16912402,,,,,WOS:000239638700013,View Full Record in Web of Science
J,"Guedes, RS; Alves, EU; Viana, JS; Gonçalves, EP; de Lima, CR; dos Santos, SDN",,,,"Guedes, Roberta Sales; Alves, Edna Ursulino; Viana, Jeandson Silva; Goncalves, Edilma Pereira; de Lima, Cosmo Rufino; Nascimento dos Santos, Severino do Ramo",,,GERMINATION AND VIGOR OF Apeiba tibourbou SEEDS SUBMITTED TO WATER STRESS AND TO DIFFERENT TEMPERATURES,CIENCIA FLORESTAL,,,,,,,,,,,,"The Apeiba tibourbou is a forest species belonging to the family Tiliaceae, popularly known as 'pau-de-jangada', which is widely used as ornamental, in medicine and your timber used in the manufacture of small boats. Seeds of this species were submitted to different osmotic potentials induced by polyethyleneglycol (PEG-6000) in order to verify their resistance to drought conditions. Seeds were previously scarified with sandpaper for 5 minutes and incubated at 25 and 30 degrees C, at osmotic potentials of 0.0; -0.2; -0.4; -0.6; -0.8 and -1.0 MPa. The following parameters were analyzed: germination percentage, index germination speed, first count germination, length and dry matter of seedlings. A significant reduction in germination velocity and final percentage of germination from -0.2 MPa in relation to control was observed. It was found that water stress resistance limits ranged from -0.4 to -0.6 MPa.",,,,,"GONÇALVES, Edilma/AAJ-7372-2021; Alves, Edna/AAX-2302-2021","Rufino de Lima, Cosmo/0009-0007-2528-2066; GONCALVES, EDILMA PEREIRA/0000-0001-5150-7088; VIANA, JEANDSON SILVA/0000-0002-8958-2873",,,,,,,,,,,,,0103-9954,1980-5098,,,,JAN-MAR,2013,23,1,,,,,45,53,,,,,,,,,,,,,,,,WOS:000318845800004,View Full Record in Web of Science
J,"Nascimento, MDR; da Silva, MLM; Alves, EU; Rodrigues, CM",,,,"Rodrigues Nascimento, Maria das Gracas; Mauricio da Silva, Maria Lucia; Alves, Edna Ursulino; Rodrigues, Caroline Marques",,,Physiological potential of Phaseolus lunatus L. seeds subjected to water stress at different temperatures,SEMINA-CIENCIAS AGRARIAS,,,,,,,,,,,,"Germination is negatively influenced by water scarcity and by temperatures above or below the optimal range of the species, so it is necessary to know the critical point of absorption for the species or cultivar. The objective of this work was to evaluate the effect of water stress, simulated by solutions of polyethylene glycol 6000 (PEG 6000) at different temperatures, on the germination and vigor of seeds of four cultivars (Branca, Orelha de Vo, Rosinha and Roxinha) of beans (Phaseolus lunatus L.). The water stress simulation was performed using PEG 6000 solutions at concentrations of 0.0, -0.2, -0.4, -0.6, -0.8, -1.0, and -1.2 MPa at temperatures of 25, 30, and 35 degrees C. The analyzed variables were percentage of germination at first count, germination speed index, length of aerial part and primary root of seedlings, and dry mass of the respective parts of the seedlings. The seeds of the cultivar Orelha de Vo were more sensitive to water stress, with 88% germinating up to the potential of -0.6 MPa at the tested temperatures. The cultivars Branca, Rosinha, and Roxinha germinated (94, 100, and 100%, respectively) up to the potential of -0.8 MPa. Water stress simulated by PEG (6000) negatively affects seed twinning and seed vigor of bean cultivars.",,,,,"Alves, Edna/AAX-2302-2021",,,,,,,,,,,,,,1676-546X,1679-0359,,,,NOV-DEC,2019,40,6,,2,,,2877,2889,,10.5433/1679-0359.2019v40n6Supl2p2877,http://dx.doi.org/10.5433/1679-0359.2019v40n6Supl2p2877,,,,,,,,,,,,,WOS:000488288500004,View Full Record in Web of Science
J,"Oliveira, DRB; Leite, G; Possan, E; Marques, J",,,,"Oliveira, Dayana Ruth Bola; Leite, Gabriela; Possan, Edna; Marques Filho, Jose",,,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,CONSTRUCTION AND BUILDING MATERIALS,,,,,,,,,,,,"The use of recycled concrete powder (RCP) as a supplementary cementitious material (SCM) to clinker may be an alternative for reducing emissions associated with Portland cement (PC) and the construction and demolition waste (CDW) disposal problem and is the aim of this study. The compressive strength at 28 and 91 days and CO2 emissions from Portland cement (PC) matrices with RCP replacement at 0%, 7%, 15%, and 25%, comminuted for 0, 0.5, 2, and 6 h were evaluated. The materials were characterized by X-ray diffraction (XRD), thermogravimetry (TG), X-ray fluorescence (XRF), laser granulometry, Blaine fineness, and specific mass. The results indicated the compressive strength of cement with 15% and 25% RCP as filler met the C40 and C32 class requirements of the Brazilian technical standard for cement, with the potential to mitigate CO2 emissions by up to 25%. The use of RCP in cement mortars indicated the potential for reducing binder consumption (kg.C.m ? 3. MPa ? 1) by 9% and carbon emissions (kg.CO2.m ? 3.MPa ? 1) by 8% at 91 days, showing to be a promising alternative for the production of environment-friendly cement.",,,,,"PRUNER, DAYANA/ACD-4279-2022; Possan, Edna/I-7151-2012","Possan, Edna/0000-0002-3022-7420; RUTH OLIVEIRA PRUNER, DAYANA/0000-0002-2083-0365",,,,,,,,,,,,,0950-0618,1879-0526,,,,SEP 15,2023,397,,,,,,,,132382,10.1016/j.conbuildmat.2023.132382,http://dx.doi.org/10.1016/j.conbuildmat.2023.132382,,JUL 2023,,,,,,,,,,,WOS:001037733900001,View Full Record in Web of Science
