9a69c15286be6cf8cc37822bff6f917d	gi|1804583978|gb|MN746374.1|	96.721	3.51e-47	122	Puccinia striiformis f. sp. tritici	rust fungi	Puccinia striiformis f. sp. tritici
6c2344be553ed4229dac9276e2512d4c	gi|1735234843|ref|NC_044408.1|	97.600	3.48e-52	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
6c2344be553ed4229dac9276e2512d4c	gi|1735234843|ref|NC_044408.1|	97.600	3.48e-52	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
d234ba520a5edb6f3fe0a71f26ebeed2	gi|1735234843|ref|NC_044408.1|	98.400	7.49e-54	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
d234ba520a5edb6f3fe0a71f26ebeed2	gi|1735234843|ref|NC_044408.1|	98.400	7.49e-54	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
864d5617b81d24bb6fc3d3f9080e9d09	gi|390198177|gb|JQ859698.1|	100.000	1.24e-56	125	uncultured Aulacoseira	diatoms	uncultured Aulacoseira
422b1f5acddf06c3b2d68e97c64749ee	gi|1735234843|ref|NC_044408.1|	99.200	1.61e-55	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
422b1f5acddf06c3b2d68e97c64749ee	gi|1735234843|ref|NC_044408.1|	99.200	1.61e-55	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
edcda80287d310bb91b1b26d6a13f9d0	gi|1735234843|ref|NC_044408.1|	99.200	1.61e-55	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
edcda80287d310bb91b1b26d6a13f9d0	gi|1735234843|ref|NC_044408.1|	99.200	1.61e-55	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
90b51864aad386dfe33d73b9353c2732	gi|390198177|gb|JQ859698.1|	99.200	5.79e-55	125	uncultured Aulacoseira	diatoms	uncultured Aulacoseira
201bcfd813b0928a999f4832ada1f9b7	gi|1408939510|gb|MH522733.1|	100.000	1.24e-56	125	uncultured diatom	diatoms	uncultured diatom
1298d492c26670718f4acbd512b9af33	gi|354952381|dbj|AB559767.1|	99.200	5.79e-55	125	uncultured eukaryote	eukaryotes	uncultured eukaryote
ca4a64a8d0a8f4141409b1c8e08fad75	gi|1132318765|gb|KX937734.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
be8a320bfc84eb1de97b5af2527685d8	gi|2068377302|gb|MZ571675.1|	100.000	4.47e-56	124	Bolidophyceae sp.	eukaryotes	Bolidophyceae sp.
a13d12bd2044f343abf244ccb600d4a4	gi|1132318748|gb|KX937717.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
b1747e1ee788e49acdfe1f86bff42292	gi|1132318740|gb|KX937709.1|	96.000	2.71e-48	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
ec5a423d5309aedc64fc495385397cef	gi|815075408|emb|LN735338.3|	100.000	1.24e-56	125	Helicopedinella sp. RCC2284	eukaryotes	Helicopedinella sp. RCC2284
764cdfde1f4865ca3f08b7fa68da343c	gi|2557275953|gb|OQ161673.1|	100.000	1.24e-56	125	Meringosphaera mediterranea	eukaryotes	Meringosphaera mediterranea
8bf22b681d3f3c9ff7f686faccc36ead	gi|1418587553|ref|NC_037999.1|	100.000	1.24e-56	125	Attheya longicornis	diatoms	Attheya longicornis
8bf22b681d3f3c9ff7f686faccc36ead	gi|1418587553|ref|NC_037999.1|	100.000	1.24e-56	125	Attheya longicornis	diatoms	Attheya longicornis
6e0dfc66fa9fd8aa701a4dc5841c2d88	gi|1783235058|gb|MN276191.1|	100.000	1.24e-56	125	Nanofrustulum shiloi	diatoms	Nanofrustulum shiloi
6e0dfc66fa9fd8aa701a4dc5841c2d88	gi|1783235058|gb|MN276191.1|	100.000	1.24e-56	125	Nanofrustulum shiloi	diatoms	Nanofrustulum shiloi
b67355bfcfa25918c459a201844ac9b1	gi|815075399|emb|LN735336.3|	100.000	1.24e-56	125	Thalassiosira nordenskioeldii	diatoms	Thalassiosira nordenskioeldii
55bd1886f1fc8d78e7b2cca0ccff2fe7	gi|1467220952|gb|MH818967.1|	100.000	1.24e-56	125	uncultured diatom	diatoms	uncultured diatom
a7ff8157bcad6addfaecbd9d6c2244c1	gi|390198121|gb|JQ859642.1|	100.000	1.24e-56	125	uncultured Coscinodiscus	diatoms	uncultured Coscinodiscus
b670d5cc00b5d6bccafed65c9502c01c	gi|1489791960|gb|MH011755.1|	100.000	1.24e-56	125	Chaetoceros sp.	diatoms	Chaetoceros sp.
a7fd430c8e900886fc1d2ec98eaeaeb9	gi|971455560|emb|LM652133.1|	100.000	1.24e-56	125	uncultured protist	eukaryotes	uncultured protist
95800fafd87ea3c757ad9a83db895209	gi|1489791964|gb|MH011759.1|	100.000	1.24e-56	125	Chaetoceros sp.	diatoms	Chaetoceros sp.
0f1c825d2f9e4d86ebe702ef32ea6a2c	gi|164653445|gb|EU350906.1|	100.000	1.24e-56	125	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
68087a362e39977b060c8f6e60ffa9ef	gi|387235435|gb|JN207231.1|	100.000	1.24e-56	125	Virgulinella fragilis	forams	Virgulinella fragilis
205ba0d009a2c916ee4a583e6ba9776b	gi|1132315979|gb|KX934948.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
1f0024752b70c41d200c2ee050708e13	gi|1418588091|ref|NC_038003.1|	100.000	1.24e-56	125	Rhizosolenia fallax	diatoms	Rhizosolenia fallax
1f0024752b70c41d200c2ee050708e13	gi|1418588091|ref|NC_038003.1|	100.000	1.24e-56	125	Rhizosolenia fallax	diatoms	Rhizosolenia fallax
ec6d2af3bbf03caa3b35b3c4c3492001	gi|1132318833|gb|KX937802.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
4fed182dc6244173c5e107f820cd4fd6	gi|1132319083|gb|KX938052.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
ce3a3f2f55892aa88211284476f9cfd1	gi|1132319039|gb|KX938008.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
44f342bd05144dd0e4d77ca618178dbf	gi|1735234843|ref|NC_044408.1|	96.000	7.54e-49	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
44f342bd05144dd0e4d77ca618178dbf	gi|1735234843|ref|NC_044408.1|	96.000	7.54e-49	125	Pseudopedinella elastica	eukaryotes	Pseudopedinella elastica
87421f060fe089dd158ad1927604502e	gi|1132318726|gb|KX937695.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
3dd3feabb2ce4a313fb2daf2eb9ee79e	gi|1735234721|ref|NC_044407.1|	100.000	1.24e-56	125	Florenciella parvula	eukaryotes	Florenciella parvula
3dd3feabb2ce4a313fb2daf2eb9ee79e	gi|1735234721|ref|NC_044407.1|	100.000	1.24e-56	125	Florenciella parvula	eukaryotes	Florenciella parvula
56e793984f84d6e5097ed2044d6c24ef	gi|54125646|gb|AY702192.1|	100.000	1.24e-56	125	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
5698e124fbae297b60bfc34eb3f6b366	gi|1132318728|gb|KX937697.1|	99.200	5.79e-55	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
014e00a377563a73125e944b164a2de6	gi|314905842|gb|HM213296.1|	100.000	2.10e-49	112	Elphidium aculeatum	forams	Elphidium aculeatum
f9acfbc1de75861a2e2873b8f4003eee	gi|1132316024|gb|KX934993.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
b76a8b6ead6ac8a1879c5e848a4c2f5e	gi|1918167744|gb|MW152779.1|	100.000	4.47e-56	124	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
1002dc5caaa29f80d8fdb82576cc6f64	gi|815075417|emb|LN735340.3|	94.400	5.87e-45	125	Pedinella sp. RCC2286_2	eukaryotes	Pedinella sp. RCC2286_2
a9d1eaed6e525ad8f9e9a94282fdb897	gi|1132319192|gb|KX938161.1|	99.200	5.79e-55	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
2bf9bb6e94e7d49b7214859b6a3fd17e	gi|1132319184|gb|KX938153.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
09aad074a1df293468f48fd30189198d	gi|1132319201|gb|KX938170.1|	99.200	5.79e-55	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
c31547ad90a92d03d430116da13bc131	gi|1918167535|gb|MW152570.1|	100.000	4.47e-56	124	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
76a8dd7ed10fdb66fafc0a98457f9a0e	gi|1132319204|gb|KX938173.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
d57916195943415fc69ea9ca379ada04	gi|1918167901|gb|MW152936.1|	100.000	4.47e-56	124	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
9b8a5e876a905614557bca00954d075d	gi|1132319230|gb|KX938199.1|	99.200	5.79e-55	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
1dee0dcf93f1e7146246715b52006b0e	gi|1132319230|gb|KX938199.1|	98.400	2.69e-53	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
6a64e893d1ab39b3be3e167b3fd47155	gi|1918167784|gb|MW152819.1|	96.774	2.10e-49	124	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
beddc3ee0822377f52c7d79de57b9cf3	gi|1132318735|gb|KX937704.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
77c50f32f7cf3739131e5d4fc027d9c8	gi|2558615059|gb|CP131549.1|	88.679	1.34e-06	53	Camelina sativa	eudicots	false flax
8905adc78534ebd5e91aeb75c9f711a5	gi|1003382313|dbj|LC070592.1|	91.129	9.89e-38	124	uncultured Acanthamoeba	eukaryotes	uncultured Acanthamoeba
67e403cd39ea5e81c9c3335c1a2b9af2	gi|2259414726|emb|OW842418.1|	86.275	2.19e-19	102	uncultured Ascomycota	ascomycete fungi	uncultured Ascomycota
9291e014f8710f914630eb9afc98cc9a	gi|2259492701|emb|OW835224.1|	87.395	2.79e-28	119	uncultured fungus	fungi	uncultured fungus
4a242abac9fe31379256b8e760dd07e1	gi|2259415394|emb|OW842607.1|	86.066	4.67e-26	122	uncultured Ascomycota	ascomycete fungi	uncultured Ascomycota
e3a86f10a2f1f4d046de3e3205ac23f4	gi|2259393447|emb|OW837389.1|	84.800	2.81e-23	125	uncultured fungus	fungi	uncultured fungus
a1ba4f3d3ab224c1e3f4084c7cde1a66	gi|2259393447|emb|OW837389.1|	84.800	2.81e-23	125	uncultured fungus	fungi	uncultured fungus
42ab099ff4b13ba6a474769aec88aea1	gi|2259390303|emb|OW836814.1|	90.000	6.00e-30	110	uncultured fungus	fungi	uncultured fungus
bb561e4bd45285d30f5261fb16621e4b	gi|2240766891|gb|OM867553.1|	96.296	7.92e-14	54	Haplopteris ensiformis	ferns	Haplopteris ensiformis
bb561e4bd45285d30f5261fb16621e4b	gi|2240766891|gb|OM867553.1|	96.296	7.92e-14	54	Haplopteris ensiformis	ferns	Haplopteris ensiformis
e82fa69d32119e04bcf0c9c500eb0332	gi|974073762|gb|KP792484.1|	99.200	5.79e-55	125	Planoglabratella opercularis	forams	Planoglabratella opercularis
fa08a23e5c78f1065002e071337011f1	gi|2049953528|gb|MZ156037.1|	99.200	5.79e-55	125	Chorda asiatica	brown algae	Chorda asiatica
fa08a23e5c78f1065002e071337011f1	gi|2049953528|gb|MZ156037.1|	99.200	5.79e-55	125	Chorda asiatica	brown algae	Chorda asiatica
25d7712529ed7875ba1aad1de2881b21	gi|1750939992|gb|MG273660.1|	91.057	3.56e-37	123	Nitzschia sp. (in: diatoms)	diatoms	Nitzschia sp. (in: diatoms)
25d7712529ed7875ba1aad1de2881b21	gi|1750939992|gb|MG273660.1|	91.057	3.56e-37	123	Nitzschia sp. (in: diatoms)	diatoms	Nitzschia sp. (in: diatoms)
315318862799533d5c4bb5106c138e36	gi|1750939992|gb|MG273660.1|	90.244	1.66e-35	123	Nitzschia sp. (in: diatoms)	diatoms	Nitzschia sp. (in: diatoms)
315318862799533d5c4bb5106c138e36	gi|1750939992|gb|MG273660.1|	90.244	1.66e-35	123	Nitzschia sp. (in: diatoms)	diatoms	Nitzschia sp. (in: diatoms)
1eed56efa537999eeab07cef7fa9748c	gi|1534508723|gb|MK039118.1|	83.740	1.31e-21	123	Harveyella mirabilis	red algae	Harveyella mirabilis
50e218f73fd98201be02484accdd8d6b	gi|2259389090|emb|OW836369.1|	80.180	4.77e-11	111	uncultured fungus	fungi	uncultured fungus
f6d5df52c40a44074892e9943b5fbbc7	gi|118138877|gb|EF051777.1|	81.928	1.03e-07	83	uncultured Cryptophyta	cryptomonads	uncultured Cryptophyta
0a0634fe825d8321d7d163565efdbb09	gi|118138877|gb|EF051777.1|	81.928	1.03e-07	83	uncultured Cryptophyta	cryptomonads	uncultured Cryptophyta
e2649996eeb3a80e75ab7b00bb7628dd	gi|118138877|gb|EF051777.1|	81.928	1.03e-07	83	uncultured Cryptophyta	cryptomonads	uncultured Cryptophyta
73717e7140dadc6eac5843a404a1f89e	gi|2259392303|emb|OW837199.1|	90.400	1.28e-36	125	uncultured fungus	fungi	uncultured fungus
bbad0a4f73c1ee0382a1908eadbfb2a3	gi|1215842312|ref|NC_035282.1|	86.316	1.02e-17	95	Polysiphonia scopulorum	red algae	Polysiphonia scopulorum
26933c3dc1dc02b43cf9beae3ad5577f	gi|354952429|dbj|AB559815.1|	84.800	6.04e-25	125	uncultured eukaryote	eukaryotes	uncultured eukaryote
01aa0e543d7334dbfeef0aacc32ad49c	gi|2259392303|emb|OW837199.1|	92.800	1.27e-41	125	uncultured fungus	fungi	uncultured fungus
f2be4fd344dca92f3998daf590d0f178	gi|2259392303|emb|OW837199.1|	91.200	2.75e-38	125	uncultured fungus	fungi	uncultured fungus
94a686b0315435ae8cbc3fa4acd6099f	gi|2259392303|emb|OW837199.1|	96.800	5.83e-50	125	uncultured fungus	fungi	uncultured fungus
0b6cfa681cee69bba1445ec84f856982	gi|2259392303|emb|OW837199.1|	96.800	5.83e-50	125	uncultured fungus	fungi	uncultured fungus
19fa1abc00d11f33222b8f04b83b967b	gi|1132319227|gb|KX938196.1|	93.548	9.82e-43	124	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
76be0389bafb9344ce995938d937e3bb	gi|387235413|gb|JN207209.1|	92.000	5.91e-40	125	Virgulinella fragilis	forams	Virgulinella fragilis
8e4baabbc9e1dcbe4d54bfa670062e44	gi|690017394|emb|LM523522.1|	86.179	3.61e-27	123	Parastrongyloides trichosuri	nematodes	Parastrongyloides trichosuri
ef46bde165c36a76a85163b1bf0254ef	gi|2259141010|emb|OW834317.1|	96.296	7.92e-14	54	uncultured fungus	fungi	uncultured fungus
627d7b1b82b4ede36f5835ccd956fc7e	gi|2259494374|emb|OW836714.1|	96.296	7.92e-14	54	uncultured fungus	fungi	uncultured fungus
99fe8b73eb9a361c0c5922557bad9374	gi|2259143836|emb|OW835462.1|	99.200	5.79e-55	125	uncultured fungus	fungi	uncultured fungus
e6d5d09d5456ddedec5437541106a727	gi|926657304|dbj|LC000808.1|	90.164	4.77e-11	61	Olavius environmental sample	segmented worms	Olavius environmental sample
918a2510af96c46b7cc252dfe474f19d	gi|90102227|gb|DQ442915.1|	95.968	3.51e-47	124	Idotea baltica	isopods	Idotea baltica
0cd6f8790cbce0abfac1e47b29e118f7	gi|66276016|ref|NC_007011.1|	100.000	1.24e-56	125	Branta canadensis	birds	Canada goose
3cbc6f0b54085874ab48aee191baa3bc	gi|2029858543|gb|MW849279.1|	99.200	5.79e-55	125	Melanitta deglandi	birds	Melanitta deglandi
e463fa24b767664b351579f7507c25ed	gi|1583107605|ref|NC_040986.1|	100.000	1.24e-56	125	Mergus merganser	birds	common merganser
d45b700858f8c90c84a0740662df85aa	gi|2029858557|gb|MW849280.1|	100.000	1.24e-56	125	Melanitta perspicillata	birds	surf scoter
beb26d9b012e73420cf0e586322c4608	gi|2029858557|gb|MW849280.1|	99.200	5.79e-55	125	Melanitta perspicillata	birds	surf scoter
c3abc7dc360a0830541f5a4f3873d1ed	gi|2148245680|gb|MZ365040.1|	100.000	1.24e-56	125	Mergus serrator	birds	Mergus serrator
8fc059d7681c64c06ed4bfe2c2b68ee6	gi|1798173996|gb|MN122926.1|	100.000	1.24e-56	125	Somateria mollissima	birds	common eider
1d38508df4fd9225d83ec2825d970608	gi|1750939978|gb|MK770342.1|	99.200	5.79e-55	125	Anas platyrhynchos	birds	mallard
e127363e96d88ac20415b4dc97ce5d22	gi|1750939978|gb|MK770342.1|	100.000	1.24e-56	125	Anas platyrhynchos	birds	mallard
74552007240d01d64f5e2932cd2e7b31	gi|1750939978|gb|MK770342.1|	99.200	5.79e-55	125	Anas platyrhynchos	birds	mallard
a4cb7dc76dba87ab58c37fcc5d3d9217	gi|2029858641|gb|MW849286.1|	100.000	1.24e-56	125	Bucephala albeola	birds	bufflehead
6abe96140ca87f1cd03a62a6e3d81f7a	gi|1798173786|gb|MN122856.1|	97.561	5.83e-50	123	Ardea cinerea	birds	grey heron
d362965d6760dceb6f75684f4da3903e	gi|1829774965|ref|NC_046877.1|	99.187	7.49e-54	123	Calidris pugnax	birds	ruff
d29c76111a1b0a750c7c6e8d2e510f89	gi|1158627478|gb|KX013999.1|	99.200	5.79e-55	125	uncultured eukaryotic phytoplankton	eukaryotes	uncultured eukaryotic phytoplankton
9b9098fd83d2d77ab7ecabe5a353e751	gi|2707424|gb|U70724.1|	100.000	1.24e-56	125	unidentified cryptomonad	cryptomonads	unidentified cryptomonad
8bde0fcd39839eafccb000c965399ee0	gi|1557896468|gb|MG646412.1|	99.200	5.79e-55	125	Hemiselmis cryptochromatica	cryptomonads	Hemiselmis cryptochromatica
37f7f9b28119ce4abe1a44df8c2def8c	gi|1557896468|gb|MG646412.1|	100.000	1.24e-56	125	Hemiselmis cryptochromatica	cryptomonads	Hemiselmis cryptochromatica
6403a39edc6a968bd31d6d6a89030b95	gi|1158627506|gb|KX014027.1|	100.000	1.24e-56	125	uncultured eukaryotic phytoplankton	eukaryotes	uncultured eukaryotic phytoplankton
6f8c7454b1a7fe6d8d87e3fe5c865a3f	gi|1158627434|gb|KX013955.1|	100.000	1.24e-56	125	uncultured eukaryotic phytoplankton	eukaryotes	uncultured eukaryotic phytoplankton
a1a43a8a73543aa2c1891b28ff923732	gi|1158627495|gb|KX014016.1|	100.000	1.24e-56	125	uncultured eukaryotic phytoplankton	eukaryotes	uncultured eukaryotic phytoplankton
9458b7dbb13b7643515d5bfbe8ba5bc7	gi|971455637|emb|LM652210.1|	100.000	1.24e-56	125	uncultured protist	eukaryotes	uncultured protist
9bb86c58f2ef8d5299dc3936215e248f	gi|118139143|gb|EF052043.1|	100.000	1.24e-56	125	uncultured Chrysophyceae	golden algae	uncultured Chrysophyceae
6f119196a95118f0e79f142e536b415f	gi|410060980|gb|JX174058.1|	94.400	5.87e-45	125	uncultured Cymbella	diatoms	uncultured Cymbella
275acc315f501af8dc75f6f27096db05	gi|410060980|gb|JX174058.1|	94.400	5.87e-45	125	uncultured Cymbella	diatoms	uncultured Cymbella
f1cb84cb439dd1791eeda05004c9c0e2	gi|1545376348|gb|MK342574.1|	93.860	7.65e-39	114	Diplodiscus sp. CW1D	flatworms	Diplodiscus sp. CW1D
9a317289bb9a8bb8b2ad9d9ed62b9921	gi|1132319216|gb|KX938185.1|	96.907	4.60e-36	97	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
b226bf42999fb084c66bb1ef6667cd48	gi|208964817|gb|FJ236290.1|	100.000	1.24e-56	125	Melospiza melodia	birds	song sparrow
b3b2b7a869568813bd0cfc7793c1c906	gi|2486704981|gb|OP609734.1|	100.000	1.24e-56	125	Quiscalus quiscula	birds	common grackle
4403776c19c433ed8bcd1d5414301822	gi|1782764129|gb|MN069302.1|	100.000	1.24e-56	125	Corvus macrorhynchos intermedius	birds	Corvus macrorhynchos intermedius
dd6c7e0e6085d690f7c8911bada45c5c	gi|685497273|ref|NC_024872.1|	100.000	1.24e-56	125	Turdus migratorius	birds	American robin
f547fdbce5fac2139dbcac3b77159663	gi|2147851910|emb|OU974074.1|	100.000	0.003	29	Diadumene lineata	sea anemones	Diadumene lineata
53109fd393dc60a561e5f8fa9e0200f0	gi|1918167593|gb|MW152628.1|	96.552	1.67e-30	87	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
32e35d234e51dc100625a86c41b79b11	gi|1918167593|gb|MW152628.1|	97.581	4.51e-51	124	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
f4d71c16ca79321b423f943c772c68e5	gi|1132319216|gb|KX938185.1|	100.000	1.24e-56	125	uncultured marine eukaryote	eukaryotes	uncultured marine eukaryote
37526bd53d9d98c98fadda7c39ef74ad	gi|118138935|gb|EF051835.1|	100.000	1.24e-56	125	uncultured Chrysophyceae	golden algae	uncultured Chrysophyceae
b1d5213ca946faa5ecf55af04234d095	gi|430000369|gb|JX869341.1|	97.600	1.25e-51	125	uncultured Chrysophyceae	golden algae	uncultured Chrysophyceae
1ef8acadb4f1fbc22ef46296116b9e16	gi|430000369|gb|JX869341.1|	99.200	5.79e-55	125	uncultured Chrysophyceae	golden algae	uncultured Chrysophyceae
dbfa27fcf6b1351669d1048591093c93	gi|223674423|gb|FJ649250.1|	100.000	1.24e-56	125	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
0b8c57d0ecf17b5a0c6150dc183c584a	gi|118139345|gb|EF052245.1|	100.000	1.24e-56	125	uncultured Chrysophyceae	golden algae	uncultured Chrysophyceae
c4036d999ff027f5938409a9bec8841b	gi|118139345|gb|EF052245.1|	98.400	2.69e-53	125	uncultured Chrysophyceae	golden algae	uncultured Chrysophyceae
78c9c1ce6fd0652742385b835a2be43b	gi|118139345|gb|EF052245.1|	99.200	5.79e-55	125	uncultured Chrysophyceae	golden algae	uncultured Chrysophyceae
2a35bdc2f3b285726d52e6e8a20bb606	gi|312982358|gb|HM593553.1|	85.827	1.30e-26	127	uncultured phototrophic eukaryote	eukaryotes	uncultured phototrophic eukaryote
22ba73b48881fd99f61cf5e48ccbd8cd	gi|297034613|gb|HM341018.1|	90.400	1.28e-36	125	uncultured eukaryote	eukaryotes	uncultured eukaryote
09f2e9fdefd9e4e02d64a945b8a4ddb5	gi|297034613|gb|HM341018.1|	89.600	5.95e-35	125	uncultured eukaryote	eukaryotes	uncultured eukaryote
e184d17b821b1a0cc0fd10691828ae41	gi|297034613|gb|HM341018.1|	94.400	5.87e-45	125	uncultured eukaryote	eukaryotes	uncultured eukaryote
b13659a4fa50be2cb01199ee5e4d4263	gi|336111270|gb|JF488723.1|	93.600	2.73e-43	125	eukaryote SCGC AAA074-N03	eukaryotes	eukaryote SCGC AAA074-N03
a90ee47a2808bf48390748ae070241bf	gi|336111258|gb|JF488711.1|	100.000	1.24e-56	125	eukaryote SCGC AAA074-K22	eukaryotes	eukaryote SCGC AAA074-K22
48e7d7be765c6b153d3b47e00f79a992	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
e83285d47714ab6f2a41d7ca38e02c2c	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
9937576d1a0bff96896722342b1d6fad	gi|1798183348|emb|LR745847.1|	98.400	2.69e-53	125	Asterias rubens	starfish	European starfish
8fe8a539ab3cd2d0031a48370d4ffbff	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
db808b7dc487c0ff340184cad3baffed	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
9fac375c6181ac2759bf1f6aaca61c9c	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
2429e39ad53fe42eeb9ed9c060e5db23	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
d864ba6d8dac5db197bdb8360f915f93	gi|1798183348|emb|LR745847.1|	98.400	2.69e-53	125	Asterias rubens	starfish	European starfish
40f786e2455f0fa0576dac67e9132f4f	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
c6c21461c8e00a86dc3e8e0decac5315	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
dc2b5796dcf5484fe393b9213d661f72	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
9c48abb547903d4d83e50248a307b3c5	gi|1798183348|emb|LR745847.1|	100.000	1.24e-56	125	Asterias rubens	starfish	European starfish
99c5fd81e58c9f14555bb546d1219e9c	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
53a0c998b92b9e8e2098cb418be21849	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
c6e255c8108a3cf0a752c937b929ecc5	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
7abc9b1368dd5992d6d012234c7a5b5b	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
d3ba5bd888bd93d3dbebd47b5915cb71	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
31ea52e21655912a73bcdf651d6b6965	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
bf4b692314754594efb52bfc25aa4d54	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
e7d74ae194860c1fd68bacc0f6ef8fce	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
b5d5fbc20d85a63e1fe1a461cb379c8c	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
122b3dca88415d0a3dceea2096d8ad3e	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
eaa2dc9dfd4802f280badbaa96938780	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
15b1e7253cc54c87df6888aef0ca320e	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
aa9aa340adb14832def5343a9f87a7c1	gi|1798183348|emb|LR745847.1|	98.400	2.69e-53	125	Asterias rubens	starfish	European starfish
0135dd0629eb7ff96546a50b68dce3ed	gi|1798183348|emb|LR745847.1|	97.600	1.25e-51	125	Asterias rubens	starfish	European starfish
4f6a0cc6a69dd2c1cf36ca58419b7f22	gi|1798183348|emb|LR745847.1|	98.400	2.69e-53	125	Asterias rubens	starfish	European starfish
d02c52dee7716087090273e96cdc47a3	gi|1798183348|emb|LR745847.1|	100.000	2.22e-09	40	Asterias rubens	starfish	European starfish
d112cef449e70bde68dcecbba4da9ad9	gi|1798183348|emb|LR745847.1|	100.000	2.87e-08	38	Asterias rubens	starfish	European starfish
bf462433fab7b5b920f151ce76b5bdf2	gi|1798183348|emb|LR745847.1|	98.400	2.69e-53	125	Asterias rubens	starfish	European starfish
