ASV,Phylum,V14,Class,V16,V17,V18,V19,V20,V21,V23,V24,V26,Species,V29,KEJI.1,KEJI.2,KEJI.3,KEJI.4,MCRG24.001,MCRG24.002,MCRG24.003,MCRG24.004,MCRG24.005,MCRG24.006,MCRG24.007,MCRG24.008,MCRG24.009,MCRG24.010,MCRG24.011,MCRG24.012,MCRG24.013,MCRG24.014,MCRG24.015,MCRG24.016,MCRG24.017,MCRG24.018,MCRG24.019,MCRG24.020,MCRG24.021,MCRG24.022,MCRG24.023,MCRG24.024,MCRG24.025,MCRG24.026,MCRG24.027,MCRG24.028,MCRG24.029,MCRG24.030,MCRG24.032,MCRG24.033,MCRG24.034,MCRG24.036,MCRG24.037,MCRG24.038,MCRG24.039,MCRG24.040,MCRG24.041,MCRG24.042,MCRG24.043,MCRG24.044,MCRG24.045,MCRG24.046,MCRG24.048,MCRG24.049,MCRG24.050,MCRG24.051,MCRG24.052,MCRG24.053,MCRG24.054,MCRG24.055,MCRG24.056,MCRG24.057,MCRG24.058,MCRG24.059,MCRG24.060,Undetermined,ENEG.1_S19,ENEG.1_S30,ENEG.1_S41,ENEG.2_S38,ENEG.2_S43,ENEG.2_S65
7074269a85a367a53bf80e8210a4dd04,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Terebellidae,1,Polycirrus,1,Polycirrus_eximius,1,0,0,0,0,24,0,7,0,0,5,0,0,681,421,323,0,53,40,11,0,0,988,1951,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,171,0,0,0,0,0,0
ec5edf2f39880bc25f8c92f50fba808b,Annelida,1,Polychaeta,class,1,Phyllodocida,order,1,Nephtyidae,1,Bipalponephtys,1,Bipalponephtys_neotena,1,0,0,0,0,16,8,71,0,0,0,0,0,908,424,0,0,167,224,121,0,0,100,95,0,6,0,0,0,10,0,0,11,30,13226,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,827,0,0,0,0,5,0
73efbe196e7ace498afd031f89e4a5c8,Annelida,1,Polychaeta,class,1,Phyllodocida,order,1,Nephtyidae,1,Bipalponephtys,1,Bipalponephtys_neotena,1,0,0,0,0,0,0,42,0,0,0,0,0,238,217,0,0,133,88,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000ef91768f19b1fa39d187a4b23b5e,Annelida,0.99,Polychaeta,class,0.99,undef_Polychaeta,order,0.99,Capitellidae,0.99,Capitella,0.99,Capitella_capitata,0.99,0,0,0,0,0,0,392,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa606db91d3c2c78b51183bbbb2f66da,Annelida,0.99,Polychaeta,class,0.99,undef_Polychaeta,order,0.99,Capitellidae,0.99,Capitella,0.99,Capitella_capitata,0.99,0,0,0,0,239,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,22,7,0,0,0,0,0,0,0,5,0,0,0,0,0,108,0,0,0,0,0,0
8baef620e293fcf531d7b9e2de723ef8,Annelida,1,Polychaeta,class,1,Phyllodocida,order,1,Polynoidae,1,Lepidonotus,1,Lepidonotus_squamatus_CMC02,1,0,0,0,0,0,0,7,0,89,574,70,0,24,40,100,0,10,15,0,0,0,197,387,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,12,0,2,0,0,0,0,71,0,0,0,0,0,0
a59c7a654f3315132b22381e634796f6,Annelida,0.99,Polychaeta,class,0.99,Spionida,order,0.98,Spionidae,0.98,Streblospio,0.98,Streblospio_benedicti,0.98,85,151,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
57cb90d24cd569f8d0d1ffa76bbd8ad2,Annelida,1,Polychaeta,class,1,Spionida,order,1,Spionidae,1,Polydora_segmented_worms,1,Polydora_cornuta,1,224,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
d93ca28f64b0c01b5136ae00f7a42545,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Terebellidae,1,Polycirrus,1,Polycirrus_eximius,1,0,0,0,0,0,36,158,0,0,0,0,0,12,8,13,0,0,0,0,0,0,0,0,0,464,1002,419,0,86,96,103,0,0,0,0,0,0,0,0,23,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591db36e8d4ec944bdfa1cb3e833a68d,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Terebellidae,1,Polycirrus,1,Polycirrus_eximius,1,0,0,0,0,69,0,0,0,24,17,14,0,0,0,0,0,39,61,24,0,0,51,40,0,1535,2994,1564,0,0,0,0,0,35,84,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,31,0,0,13,7,0,344,0,0,0,0,0,0
dbb41646a81289128d1e683d2bbbcd2a,Annelida,1,Clitellata,class,1,Tubificida,order,1,Naididae,1,Paranais,1,Paranais_litoralis,1,60,79,56,0,2,5,7,0,5,8,16,0,0,0,0,0,0,0,0,0,0,0,14,0,47,35,40,0,118,166,75,0,0,0,0,58,0,0,0,0,0,0,0,9,0,0,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
c29a851fae9b6e835a039c35850e63f1,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,0,0,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c4eece311a59e260ca2e7a4cc81cefd,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20d44a081d5209104b836fe9519ce28,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,199,0,87,587,0,0,0,0,323,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,303,95,0,0,57,0,0,0,0,102,320,47,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
931c59ac8c3799d0f13aafb262883388,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55ac4a2403c9ea85f954b41a34b2b6cd,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60061ceb2d59e495b7f0518add819ea5,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5d428969d0ced7361cbdc653ed938bf,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,474,112,0,0,0,0,0,0,221,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46ca3108a95e98632aa228a18d690df2,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,413,0,909,3342,0,0,0,0,536,379,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,172,0,0,0,0,0,0,0,0,170,2054,0,0,0,0,0,0,0,0,28,0,306,0,0,0,0,0,0
3580c60b0e3908db55ecf6fabb97b901,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd6cadf0f9e40d7c7fbf80ca4c591bb9,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e25b353821f80c2e820503226b9d1bce,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,2226,1214,1552,406,152,0,0,0,3525,439,473,0,0,67,0,0,0,0,0,0,0,0,0,0,10,0,0,0,307,0,0,28,0,0,0,2242,2359,1802,0,0,707,0,0,0,0,0,701,120,0,0,1089,863,0,0,937,0,0,1298,0,0,0,0,0,0
5ddea71ab1419903f7e31f0868b33d70,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5732e33fac2642a15740b8d607fe1d99,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
077616fdfb0aab6c11394481a57e0207,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb64e4a37a8d3b05f9e26fb00e62fd8b,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Eurytemora,1,Eurytemora_herdmani,1,0,0,0,0,137,11,45,425,0,0,0,0,179,25,11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,21,49,8,0,0,0,0,0,0,20,204,18,0,0,24,20,0,0,29,0,0,46,0,0,0,0,0,0
f8a56d1a6082af1e945abc098db7649f,Arthropoda,1,Insecta,class,1,Lepidoptera,order,1,Gelechiidae,0.98,Dichomeris,0.98,Dichomeris_punctipennella,0.98,15,11,25,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0
72a8933cf93b76249be036797dd8095b,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Paracalanidae,1,Paracalanus,1,Paracalanus_parvus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,406,968,0,0,0,0,0,111,73,0,0,14,6,0,0,9,13,0,118,0,0,0,0,0,0
69bc03e545cfeda3fd10f7bffddc12db,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Paracalanidae,1,Paracalanus,1,Paracalanus_parvus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,186,58,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4501979f431c343a67db9fb368184d5a,Arthropoda,1,Hexanauplia,class,0.99,Calanoida,order,0.98,Paracalanidae,0.98,Paracalanus,0.98,Paracalanus_parvus,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785738318c7f926241aeb5f3232885f3,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Calanidae,1,Calanus,1,Calanus_finmarchicus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,0,0,37,0,0,0,0,0,0
41b6075650547d0be3a9117f1b58f1bd,Arthropoda,0.99,Hexanauplia,class,0.99,Calanoida,order,0.99,Acartiidae,0.99,Acartia,0.99,Acartia_longiremis,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f388166bef5dc7af28fa763a3d13cd46,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_typicus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041,1680,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0
85428498d836a00f06b3c78d576bfeb7,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_typicus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecae73e23837f8b57c5aaac78ff88536,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_typicus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5625001d85a30adc570c482a0df01d07,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_typicus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ab586febe0599d30448e728bb0fa92e,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_typicus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114a6e7bb389407596a9243a7303c65,Arthropoda,1,Insecta,class,1,Diptera,order,1,Simuliidae,1,Simulium_genus,1,Simulium_tuberosum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,232,242,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
d0865de2aae2f308fb648124f6038984,Arthropoda,0.99,Hexanauplia,class,0.94,Calanoida,order,0.94,Acartiidae,0.94,Acartia,0.93,Acartia_tonsa,0.73,0,0,0,0,0,0,83,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,100,0,115,0,0,0,248,0,218,3229,1636,0,260,0,0,0,0,0,0
21173f0fd9f4a054d8097d7a780f1331,Arthropoda,1,Hexanauplia,class,0.95,Calanoida,order,0.95,Acartiidae,0.95,Acartia,0.95,Acartia_tonsa,0.76,0,0,0,0,11,0,53,0,0,0,0,0,14,0,0,7,0,112,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,36,70,0,75,7,52,4,119,560,372,0,564,9343,4073,0,573,0,0,0,0,3,0
9d8cc478a00f9dac466165bc916aeb6a,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_hamatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
ea7bf52281129ca9e9a453de7e47445a,Arthropoda,1,Hexanauplia,class,1,Cyclopoida,order,1,Oithonidae,1,Oithona,1,Oithona_similis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,25,32,0,0,31,20,0,6,0,0,0,12,0,0,0,65,71,0,0,0,0,56,55,66,0,9,204,154,0,0,0,0,0,43,0,0,0,0,0,0
005291cbf16853d432fa55bd8f9fe9f2,Arthropoda,1,Hexanauplia,class,0.99,Harpacticoida,order,0.99,Harpacticidae,0.99,Harpacticus,0.99,Harpacticus_uniremis,0.99,0,0,0,0,16,33,0,0,0,0,7,0,26,44,0,0,0,45,0,0,0,121,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,74,0,0,0,6,0,0,0,0,0,0,0,25,0,31,0,0,0,0,0,0
16cbfcca6b7d84b7d08fc271d24b8d98,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0
92710187141d9c3f2e84f8f372aad423,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8bb250b2faf94f69de78d77fedf67915,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,46,9887,3438,0,2489,19393,0,0,0,0,0,460,355,0,0,38,3673,0,0,0,0,1970,0,0,0,0,0,14239,0,0,0,0,0,1872,0,0,0,0,0,0
f586faa3681916ae730f976ab07e148d,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1,0,0,0,0,0,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4a26275655bfc5eb9ba52e4c07011f3,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,924,1372,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,98,0,0,0,0,0,944,0,0,0,0,0,0,0,0,0,0,0,0
ff5d05103d866f339bf68f7ce01eff8d,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daeacfeb0abd5f1b5eaffff111892b5c,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,0,90,2126,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
d0d7c9bcdde05197392c99f33d0f375f,Arthropoda,1,Thecostraca,class,1,Balanomorpha,order,1,Balanidae,1,Semibalanus,1,Semibalanus_balanoides,1,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,9,8,0,0,0,61,68,0,0,0,4,0,52,42,16,0,2,0,0,39,0,0,0,0,0,0,0,8,20,0,5,0,0,0,0,0,0,0,32,77,0,0,2,0,0,36,0,0,0,0,0,0
be096027e3ef545a01c8d6c0d4326e4d,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_hamatus,1,0,7,0,0,0,0,0,0,20,26,0,0,0,0,11,0,0,0,0,0,14,0,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,0,0,0,0,62,13,8,212,195,25184,0,21,7,13,0,15,60,92,0,848,0,0,0,0,0,0
cd0bae7225c89cb19024b09b0a6597b0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_hamatus,1,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718e285de79dd0a7d4078c5fced52eca,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_hamatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44d84b1c52d2942944886fee34c9bf11,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Centropagidae,1,Centropages,1,Centropages_hamatus,1,0,0,0,0,702,0,0,0,0,149,0,0,1460,0,0,0,0,3276,249,0,0,131,7446,0,19,0,0,0,39,2243,534,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0
f64da0faecfd000d973f771999c0c124,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,0,0,0,426,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031ce7172434fd18e1ac56f731845b7,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac1910c5c68a18d657831b25d8ad23a1,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e3375453e4efdf34e3f75e6bce8318f,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,12,0,0,818,0,2302,12,24,0,689,0,5785,2113,4297,0,0,0,2032,15,23,15,9,0,27,0,0,0,49,0,10,27,3658,19134,12,77,0,15,14,4540,4217,13925,139,6,223,0,7,0,11,553,716,400,0,0,0,196,0,47,1671,0,0,2820,12,0,0,0,12,10
4351a8b221ff566ed8995689e3213faa,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,0,0,0,268,0,514,0,352,130,768,0,512,760,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,492,1306,0,0,0,0,0,369,294,3436,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0
